post_title,link_type,link_group,link_url,menu_order
"Kader, Adel A. and Hussein, Awad. 2009. Harvesting and postharvest handling of dates. ICARDA, Aleppo, Syria. iv + 15 pp. In Arabic. ISBN: 92-9127-213-6.",books,2009,http://localhost/Phytochemicals/pdf/Kader%20and%20Hussein%202009%20%20Harvesting%20and%20Handling%20of%20Dates%20(Arabic)%20pdf.pdf,153
"Kader, Adel A. and Hussein, Awad. 2009. Harvesting and postharvest handling of dates. ICARDA, Aleppo, Syria. iv + 15 pp. In English. ISBN: 92-9127-213-6.",books,2009,http://localhost/Phytochemicals/pdf/Kader%20%20and%20Hussein%202009%20Harvesting%20and%20Handling%20of%20Dates(English)%20pdf.pdf,154
HNB Publishing,books,2009,http://www.hnbpub.com/,155
"Litz, R.E. 2009. The Mango: Botany, Production and Uses. 2nd Edition. CABI, 704 pages, ISBN: 978184593489.",books,2009,http://www.cabi.org/bk_BookDisplay.asp?SubjectArea=Pla&Subject=Horticulture&PID=2134ttp://www.cabi.org/bk_BookDisplay.asp?SubjectArea=Pla&Subject=Horticulture&PID=2134,156
"Ross Watson , Ronald and Victor R. Preedy (Eds). 2009. Bioactive Foods in Promoting Health Fruits and Vegetables. ISBN: 978-0-12-374628-3.",books,2009,http://www.elsevierdirect.com/product.jsp?isbn=9780123746283,157
"Terry, L. 2009. Health-Promoting Properties of Fruits and Vegetables. CABI. In press.",books,2009,http://www.cabi.org/bk_BookDisplay.asp?PID=2158,158
"Valero, D. and M. Serrano. 2010. Postharvest Biology and Technology for Preserving Food Quality. CRC Taylor & Francis. In Press.",books,2009,http://beta.crcpress.com/product/isbn/9781439802663%C2%A0,159
"Yahia Elhadi M. (Editor). 2009. Modified and controlled atmospheres for transportation, storage and packaging of horticultural commodities. Recent advances. CRC Press (Taylor & Francis)",books,2009,http://www.crcpress.com/shopping_cart/products/product_detail.asp?sku=69578&isbn=9781420069570&parent_id=&pc,160
"Wojciech J. Florkowski, Stanley E. Prussia, Robert L. Shewfelt, Bernhard Brueckner (Eds). 2009. Postharvest Handling. 2nd Edition. A Systems Approach. Elsevier. 640 Pages",books,2009,http://mail.elsevier-alerts.com/go.asp?/bESJ001/mUBF2Z8/qLKFTZ8/u2APG6/xFMO2Z8,161
"Bruckner, B., and S.G. Wyllie (Editors). 2008. Fruit and vegetable flavor: Recent advances and future prospects. CRC Press, Boca Raton, FL (ISBN: 9781420076004)",books,2008,http://ucce.ucdavis.edu/datastore/detailreport.cfm?usernumber=14&surveynumber=277,162
"Gopinadhan Paliyath (University of Guelph), Dennis Murr (University of Guelph), Avtar Handa (Purdue University) and Susan Lurie (The Volcani Center) (Eds). 2008. Postharvest Biology and Technology of Fruits, Vegetables, and Flowers. Blackwell Publishing",books,2008,http://www.blackwellpublishing.com/book.asp?ref=9780813804088&site=1,163
Gordon L. Robertson and John R. Lupien (Eds.). 2008. Using Food Science and Technology to Improve Nutrition and Promote National Development. International Union of Food Science & Technology (IUFoST),books,2008,http://www.iufost.org/publications/books/documents/Table.pdf,164
"Ladaniya, M.S. 2008. Citrus Fruit Biology, Technology and Evaluation. Academic Press (Elsevier), San Diego, CA, USA (ISBN: 978-0-12-374130-1), 558 pages.",books,2008,http://ucce.ucdavis.edu/datastore/detailreport.cfm?usernumber=15&surveynumber=277,165
"Lee, DS, L. Piergiovanni, and K. Yam. 2008. Food Packaging Science and Technology. CRC Taylor & Francis, ISBN: 9780824727796.",books,2008,http://beta.crcpress.com/product/isbn/9780824727796;jsessionid=5BBD57A7FC546A166BDCB2EC54956F29,166
"LibbyLibby: Braunwald’s Heart Disease: A Textbook of Cardiovascular Medicine. Editor WB Saunders, 2008.",books,2008,http://www.mdconsult.com/das/book/body/120701964-2/0/1549/0.html,167
"Nunes, M.C.N. 2008. Color Atlas of Postharvest Quality of Fruits and Vegetables. Blackwell Publ., Ames, Iowa (ISBN: 978081381752-1)",books,2008,http://ucce.ucdavis.edu/datastore/detailreport.cfm?usernumber=12&surveynumber=277,168
FAO. 2007. Nutrition Education in Primary Schools. A planning guide for curriculum development.,books,2008,http://www.fao.org/docrep/009/a0333e/a0333e00.htm,169
Principios Básicos de Investigación Clínica. 2007. Fundació Institut Català de Farmacologia (FICF).,books,2008,http://www.icf.uab.es/llibre/llibre.htm,170
"Tang, J., E. Mitcham, S. Wang, and S. Lurie. 2007. Heat Treatments for Postharvest Pest Control Theory & Practice. CABI Publishing, Wallingford, UK, 350 pp. ISBN: 9781845932527",books,2008,http://ucce.ucdavis.edu/datastore/detailreport.cfm?usernumber=7&surveynumber=277,171
"Wilson, C. (Editor). 2007. Frontiers of “intelligent” and “active” packaging for fruits and vegetables.",books,2008,http://www.crcpress.com/shopping_cart/products/product_detail.asp?sku=9166&isbn=9780849391668&parent_id=&pc,172
"Zhao Y. 2007. Berry Fruit Value-added Products for Health Promotion. CRC Press, Boca Raton, FL, 430 pp. ISBN 10:0-8493-5802-7",books,2008,http://ucce.ucdavis.edu/datastore/detailreport.cfm?usernumber=6&surveynumber=277,173
World Health Organization (WHO). 2007. Prevention of cardiovascular disease: Guidelines for assessment and management of cardiovascular risk,books,2008,http://www.who.int/cardiovascular_diseases/guidelines/Prevention_of_Cardiovascular_Disease/en/index.html,174
"Ben-Yehoshua, S. 2006. Environmentally Friendly Technologies for Agricultural Produce Quality. CRC Press, Boca Raton, FL, 534 pp. ISBN 10:0-8493-1911-0",books,2006,http://ucce.ucdavis.edu/datastore/detailreport.cfm?usernumber=9&surveynumber=277,175
FAO. 2006. Guidelines on food fortification with micronutrients.,books,2006,http://www.who.int/nutrition/publications/guide_food_fortification_micronutrients.pdf,176
"Sapers, G.M., J.R. Gorny, and A.E. Yousef. 2006. Vegetables. CRC Press, Boca Raton, FL, 634 pp. ISBN-10:0-8493-2261-8",books,2006,http://ucce.ucdavis.edu/datastore/detailreport.cfm?usernumber=8&surveynumber=277%22%20Microbiology%20of%20Fruits%20and,177
"SEDCA. 2006. Recomendaciones de SPNS/GEAM/SENPE/AEDN/SEDCA/GESIDA sobre nutrición en el paciente con infección por VIH. Ministerio de Sanidad y Consumo Secretaría General Técnica Centro de Publicaciones, Madrid, España.",books,2006,http://www.nutrinfo.com.mx/pagina/e-books/recomendaciones_sobre_nutricion_en_vih.pdf?PHPSESS=b38c02a9c646ab6ab82294cd83c94820,178
"Yahia, E.M., J. J. Ornelas Paz, and R. Ariza. 2006. The Mango (in Spanish). Trillas, México, ISBN 968-24-7380-2, 224 pages",books,2006,http://www.vanstockum.nl/product/11422916/El-Mango.html,179
"Lamikara, O., S. Imam, and D. Ukuku. 2005. Produce Degradation Pathways and Prevention. CRC Press, Boca Raton, FL, 677 pp. ISBN-10:0-8493-1902-1",books,2006,http://ucce.ucdavis.edu/datastore/detailreport.cfm?usernumber=11&surveynumber=277,180
"MARC, F. 2005. Nutrition for football. A practical guide to eating and drinking for health and performance. Based on an International Consensus Conference held at FIFA House in Zurich. September 2005.",books,2006,http://www.nutrinfo.com.mx/pagina/e-books/nutrition-football.pdf?PHPSESS=b38c02a9c646ab6ab82294cd83c94820,181
"Burg, S.B. 2004. Postharvest Physiology and Hypobaric Storage of Fresh. CABI Publishing, Wallingford, UK: 654pp. ISBN 0-85199-801-1",books,2006,http://ucce.ucdavis.edu/datastore/detailreport.cfm?usernumber=4&surveynumber=277,182
"Camara-Hurtado et al. 2004. Frutas y verduras, fuentes de salud. Instituto de Salud Pública, Madrid.",books,2006,http://www.senba.es/recursos/pdf/frutas_y_verduras.pdf,183
"Kays, S.J. and R.E. Paull. 2004. Postharvest Biology. Exon Press, Athens, GA, 568 pp. ISBN: 1-888186-54-2",books,2006,http://ucce.ucdavis.edu/datastore/detailreport.cfm?usernumber=10&surveynumber=277,184
"WHO – FAO, 2004. Vitamin and mineral requirements in human nutrition. Second Edition.",books,2006,http://whqlibdoc.who.int/publications/2004/9241546123.pdf,185
"Arrizabalaga J.J., A. Calañas-Continente, J. Vidal, L. Masmiquel, M.J. Díaz-Fernández, P.P. García-Luna, S. Monereo, J. Moreiro, B. Moreno, W. Ricart, F. Cordido. 2003. Guía de práctica clínica para el manejo del sobrepeso y la obesidad en personas adultas. Sociedad Española de Endocrinología y Nutrición.",books,2006,http://www.mpg.es/archivos/media/guias/guia-clinica-obesidad.pdf,186
"Bourges, H., Bengoa J., O’Donnell A. 2003. Historias de la Nutrición en América Latina. Sociedad Latinoamericana de Nutrición.",books,2006,http://www.slan.org.mx/docs/HistNut_SLAN.pdf,187
"Chakraverty, A., A.S. Mujumdar, G.S.V. Raghavan, and H.S. Ramaswamy. 2003. Handbook of Postharvest Technology: Cereals, Fruits, Vegetables, Tea, and Spices. Marcel Dekker, Inc., NY; 884 pages; ISBN 0-8247-0514-9",books,2006,http://www.dekker.com/,188
"FAO. 2003. Food Composition Data: Production, Management and Use.",books,2006,http://www.fao.org/infoods/publications_en.stm#fcdpmu,189
Nutrition for athletes – winter sports. 2003. International Olympic Committee. A practical guide to eating for health and performance. Prepared by the Nutrition Working Group of the Medical Commission of the International Olympic Committee. Based on an International Consensus Conference held at the IOC in Lausanne in June 2003.,books,2006,http://www.nutrinfo.com.mx/pagina/e-books/nutrition-for-athletes.pdf?PHPSESS=b38c02a9c646ab6ab82294cd83c94820,190
"Anderson, H., J. Blundell and M Chiva. 2002. From genes to culture. Danone Institute.",books,2006,http://www.danoneinstitute.org/publications/book/food_selection_from_genes_to_culture.php,191
"Golob, P., G. Farrell, and J.E. Orchard (editors). 2002. Crop Post-harvest: Science and Technology. Volume 1. Principles and Practices. Blackwell Publishing and the Natural Resources Institute (NRI), University of Greenwich, UK; 554 pages; ISBN 0-632-05723-8",books,2006,http://www.blackwell-science.com/,192
"McGinnis, M., J. Appleton Gootman, V. I. Kraak (Editors). 2006. Food Marketing to Children and Youth: Threat or Opportunity?. Board on Children, Youth and Families – Food and Nutrition Board.",books,2006,http://www.nap.edu/openbook.php?isbn=0309097134,193
"Clinical Guidelines on the Identification, Evaluation, and Treatment of Overweight and Obesity in Adults. National Institutes of Health.",books,1999,http://www.nhlbi.nih.gov/guidelines/obesity/ob_home.htm,194
"FAO. 1997. Nutrition education for the public. Discussion papers of the FAO Expert Consultation (Rome, Italy 18-22 September 1995) – FAO Food and Nutrition Paper 62.",books,1999,http://www.fao.org/docrep/w3733e/w3733e00.htm,195
FAO/OMS. 1997. Grasas y Aceites en la Nutrición Humana. Consulta FAO/OMS de expertos.,books,1999,http://www.fao.org/docrep/V4700E/V4700E00.htm,196
"Latham, M. 1997. Human Nutrition in the Developing World. Organización de las Naciones Unidas para la Agricultura y la Alimentación.",books,1999,http://www.fao.org/docrep/w0073e/w0073e00.htm,197
WHO. 1997. ¿Qué es el Códex Alimentarius?. Organización Mundial de la Salud.,books,1999,http://www.fao.org/docrep/w9114s/w9114s00.htm,198
"FAO. 1994. Food, Nutrition and Agriculture – 12 – Food composition data.",books,1999,http://www.fao.org/docrep/V6000t/V6000t00.htm,199
"Yahia, E.M. and I. Higuera. (Eds). l992. Postharvest Physiology and Technology of Horticultural Crops (In Spanish). Limusa/Grupo Noriega Editores, México. 303p. ISBN 968-18-4147-6",books,1999,http://www.amazon.com/Fisiologia-Tecnologia-Postcosecha-Productos-Horticolas/dp/9681841476,200
"Alais, Charles. 1985. Ciencia de la leche: Principios de Técnica Lechera, 2ª Edición, Editorial Continenta.",books,1991,"http://books.google.com.mx/books?id=bW_ULacGBZMC&printsec=frontcover&dq=Ciencia+de+la+leche:+Principios+de+T%C3%A9cnica+Lechera#PPP1,M1",201
Solimano G. and Taylor L. 1980. Food price policies and nutrition in Latin America. The United Nations University. ISBN: 92-808-0128-7.,books,1991,http://www.unu.edu/unupress/unupbooks/80128e/80128E00.htm,202
Acta Biotecnológica,journals,,https://www.wiley-vch.de/de/shop/journals/104-acta-biotechnologica-2226-de,1
Acta Universitaria,journals,,https://www.actauniversitaria.ugto.mx/index.php/acta,2
ACIAR Postharvest Newsletter,journals,,http://www.aciar.gov.au/node/462,3
Actualidad Científica,journals,,http://www.aertia.com/revista.asp,4
Advances in Enzymology and Related Areas of Molecular Biology,journals,,http://www3.interscience.wiley.com/bookseries/113470100/home,5
Advances in Food Research,journals,,https://www.sciencedirect.com/bookseries/advances-in-food-research,6
Advances in Horticultural Science,journals,,https://oaj.fupress.net/index.php/ahs,7
African Journal of Plant Science,journals,,http://www.academicjournals.org/AJPS/index.htm,8
Caades,journals,,http://www.caades.org.mx/,9
"Agricultura, Sociedad y Desarrollo",journals,,http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=1870-5472,10
Agricultural and Food Science in Finland,journals,,https://journal.fi/afs,11
Agricultural Research,journals,,http://www.ars.usda.gov/is/AR/,12
Agroactualidad,journals,,http://agroactualidad.com.uy/,13
Agrociencia,journals,,https://agrociencia-colpos.org/index.php/agrociencia/index,14
Agronomia y Forestal,journals,,https://agronomia.uc.cl/AyF,15
"Alimentación, Equipos y Tecnología",journals,,https://dialnet.unirioja.es/servlet/revista?codigo=38,16
Alimentaria,journals,,https://revistaalimentaria.es/,17
Alimentos Argentinos,journals,,https://alimentosargentinos.magyp.gob.ar/HomeAlimentos/,18
Alimentos & Bebidas,journals,,https://es-la.facebook.com/revistaalimentosybebidas/,19
Alternative Therapies in Health and Medicine,journals,,http://www.alternative-therapies.com/,20
American Journal of Clinical Nutrition,journals,,http://www.ajcn.org/,21
American Scientist,journals,,http://www.americanscientist.org/,22
Analytical Biochemistry,journals,,https://www.sciencedirect.com/journal/analytical-biochemistry,23
Annals of Applied Biology,journals,,https://onlinelibrary.wiley.com/journal/17447348,24
Annals of Nutrition and Metabolism,journals,,http://www.karger.com/anm/,25
Annual Reviews of Biochemistry,journals,,http://biochem.annualreviews.org/,26
Annual Reviews of Food Science and Technology,journals,,https://www.annualreviews.org/journal/food,27
Annual Review of Information Science and Technology,journals,,https://asistdl.onlinelibrary.wiley.com/journal/15508382,28
Annual Reviews of Pharmacology and Toxicology,journals,,http://pharmtox.annualreviews.org/,29
Annual Reviews of Nutrition,journals,,http://nutr.annualreviews.org/,30
Annual Reviews of Plant Biology,journals,,http://plant.annualreviews.org/,31
Appetite,journals,,http://www.elsevier.com/locate/appet/,32
Aquaculture Nutrition,journals,,https://www.hindawi.com/journals/anu/?utm_source=google&utm_medium=cpc&utm_campaign=HDW_MRKT_GBL_SUB_ADWO_PAI_KEYW_JOUR_ANU_GENPH_WF&gclid=EAIaIQobChMIu5edhtGU-QIV1Rx9Ch1XxQeQEAAYASAAEgKf-vD_BwE,33
Asia Food Journal,journals,,http://www.asiafoodjournal.com/,34
Asia Pacific Journal of Clinical Nutrition,journals,,http://apjcn.nhri.org.tw/,35
ASHS Newsletter,journals,,https://ashs.org/news/,36
Australian Journal of Nutrition & Dietetics,journals,,https://dietitiansaustralia.org.au/working-dietetics/journals-and-research/nutrition-dietetics-journal,37
Better Nutrition,journals,,http://www.betternutrition.com/,38
Beverage World,journals,,http://www.beverageworld.com/,39
Bioactive Carbohydrates and Dietary Fibre,journals,,https://www.journals.elsevier.com/bioactive-carbohydrates-and-dietary-fibre/,40
Biochemistry and Molecular Biology Education,journals,,https://iubmb.onlinelibrary.wiley.com/journal/15393429,41
Biochemistry,journals,,http://pubs.acs.org/journal/bichaw/,42
Biochimica et Biophysica Acta,journals,,https://www.sciencedirect.com/journal/biochimica-et-biophysica-acta-bba-general-subjects,43
Biocontrol Science & Technology,journals,,https://www.tandfonline.com/loi/cbst20,44
Biotechnology and Bioengineering,journals,,https://onlinelibrary.wiley.com/journal/10970290,45
Biotechnology Journal,journals,,https://onlinelibrary.wiley.com/journal/18607314,46
British Food Journal,journals,,https://www.emerald.com/insight/publication/issn/0007-070X,47
British Journal of Nutrition,journals,,http://journals.cambridge.org/action/displayJournal?jid=bjn,48
California Agriculture,journals,,https://calag.ucanr.edu/,49
Canadian Journal of Dietetic Practice and Research,journals,,https://dcjournal.ca/journal/cjdpr,50
Cancer Research,journals,,http://cancerres.aacrjournals.org/,51
Carbohydrate Letters,journals,,http://www.gbhap.com/Carbohydrate_Letters/%22http://www.gbhap.com/Carbohydrate_Letters/,52
Carbohydrate Polymers,journals,,http://www.elsevier.com/locate/carbpol/,53
Cell Biochemistry and Function,journals,,https://onlinelibrary.wiley.com/journal/10990844,54
Cellular Microbiology,journals,,https://onlinelibrary.wiley.com/journal/14625822,55
Cereal Chemistry,journals,,https://onlinelibrary.wiley.com/journal/19433638,56
Cereal Foods World,journals,,https://www.cerealsgrains.org/publications/plexus/cfw/pages/default.aspx,57
ChemBioChem,journals,,https://chemistry-europe.onlinelibrary.wiley.com/journal/14397633,58
Chemical Biology & Drug Design,journals,,https://onlinelibrary.wiley.com/journal/17470285,59
Chemical Engineering & Technology,journals,,https://onlinelibrary.wiley.com/journal/15214125,60
Chemical Research in Toxicology,journals,,http://pubs.acs.org/journal/crtoec/,61
Chemistry & Biodiversity,journals,,https://onlinelibrary.wiley.com/journal/16121880,62
Chemistry & Industry,journals,,https://onlinelibrary.wiley.com/journal/20476329,63
Chronica Horticulturae,journals,,https://www.ishs.org/chronica-horticulturae,64
Ciencia,journals,,http://www.revistaciencia.amc.edu.mx/,65
Ciencia Hoy,journals,,https://cienciahoy.org.ar/,66
Ciencia y Desarrollo,journals,,https://www.cyd.conacyt.gob.mx/,67
Ciencia y Tecnologia Alimentaria,journals,,https://dialnet.unirioja.es/servlet/revista?codigo=6905,68
Clinical Nutrition,journals,,http://www.elsevier.com/locate/clnu/,69
Conciencia Rural,journals,,https://es.calameo.com/accounts/1152956,70
Comparative Biochemistry and Physiology – Part C: Toxicology & Pharmacology,journals,,http://www.elsevier.com/wps/find/journaldescription.cws_home/525466/description#description,71
Comprehensive Reviews in Food Science and Food Safety,journals,,https://onlinelibrary.wiley.com/journal/15414337,72
Complementary Therapies in Medicine,journals,,http://www.elsevier.com/wps/find/journaldescription.cws_home/623020/description#description,73
Critical Reviewa in Food Science and Nutrition,journals,,https://www.tandfonline.com/journals/bfsn20,74
Current Nutrition & Food,journals,,https://benthamscience.com/public/journals/current-nutrition-and-food-science,75
Current Opinion in Clinical Nutrition and Metabolic Care,journals,,http://www.co-clinicalnutrition.com/,76
CYTED,journals,,http://www.cyted.org/,77
"Dairy, Food and Environmental Sanitation",journals,,https://www.foodprotection.org/about/news-releases/international-association-for-food-protection-holds-2013-2014-secretary-election/,78
Dietetica y Salud,journals,,https://www.facebook.com/revistadieteticaysalud/about,79
Ecology of Food and Nutrition,journals,,https://taylorandfrancis.com/search-results/?query=Ecology+of+Food+and+Nutrition&pg=&sort=&tab=,80
El Mercado,journals,,http://www.mercado.com.ar/,81
Environmental Microbiology,journals,,https://sfamjournals.onlinelibrary.wiley.com/journal/14622920,82
Environmental Nutrition,journals,,http://www.environmentalnutrition.com/,83
Enzyme and Microbial Technology,journals,,http://www.elsevier.com/locate/enzmictec/,84
Eurofruit,journals,,http://www.eurofruitmagazine.com/,85
European Food Law Review,journals,,http://www.lexxion.eu/effl/,86
European Food Research and Technology,journals,,https://www.springer.com/journal/217,87
European Journal of Clinical Nutrition,journals,,http://www.nature.com/ejcn/,88
European Journal of Inorganic Chemistry,journals,,https://chemistry-europe.onlinelibrary.wiley.com/journal/10990682c,89
European Journal of Lipid Science and Technology,journals,,https://www.wiley-vch.de/en/shop/journals/134,90
European Journal of Nutrition,journals,,https://www.springer.com/journal/394,91
Expert Opinion on Drug Delivery,journals,,https://www.tandfonline.com/loi/iedd20,92
FDA News,journals,,http://www.fdanews.com/,93
Flavour and Fragrance Journal,journals,,http://www.interscience.wiley.com/journal/ffj,94
Food & Nutrition,journals,,https://foodandnutrition.org/current-issue/,95
F & H hoy,journals,,http://www.fyh.es/,96
"Food & Nutrition Research Briefs, USDA",journals,,http://www.ars.usda.gov/is/np/Fnrb/,97
Food Additives and Contaminants,journals,,https://www.tandfonline.com/journals/tfac20?creative=614897819189&keyword=food%20additives%20and%20contaminants&matchtype=p&network=g&device=c&gclid=CjwKCAjwm8WZBhBUEiwA178UnPS3QhdZzEQLs3KVkN5VIKjiR3uYoNBHuvntgdoPQ0pAJoT-Wzx1ohoCZqYQAvD_BwE,98
Food and Agricultural Immunology,journals,,https://www.tandfonline.com/journals/cfai20,99
Food and Beverage Packaging,journals,,http://www.foodandbeveragepackaging.com/,100
Food and Bioproducts Processing,journals,,https://www.journals.elsevier.com/food-and-bioproducts-processing,101
Food and Function,journals,,http://www.rsc.org/journals-books-databases/about-journals/food-function/,102
Food and Nutrition Sciences,journals,,https://www.scirp.org/journal/fns/,103
Food Biotechnology,journals,,https://www.tandfonline.com/journals/lfbt20,104
Food Chemical News,journals,,"https://discovered.ed.ac.uk/discovery/fulldisplay?docid=alma9923916540902466&context=L&vid=44UOE_INST:44UOE_VU2&lang=en&search_scope=UoE&adaptor=Local%20Search%20Engine&tab=Everything&query=sub,exact,Hebdomadaires",105
Food Chemical Toxicology,journals,,http://www.elsevier.com/locate/inca/237/,106
Food Chemistry,journals,,http://www.elsevier.com/locate/foodchem/,107
Food Control,journals,,http://www.elsevier.com/locate/foodcont/,108
Food Engineering,journals,,http://www.foodengineeringmag.com/,109
Food Ethics,journals,,https://www.springer.com/journal/41055,110
Food Ethics Council,journals,,https://www.foodethicscouncil.org/,111
Food Hydrocolloids,journals,,http://www.elsevier.com/wps/find/journaldescription.cws_home/601058/description#description,112
Food Laboratory Newsletter,journals,,https://sustainablefoodlab.org/,113
Food Microbiology,journals,,http://www.elsevier.com/locate/fm/,114
Food Policy,journals,,http://www.elsevier.com/locate/foodpol/,115
Food Quality and Preference,journals,,http://www.elsevier.com/locate/foodqual/,116
Food Research International,journals,,http://www.elsevier.com/locate/foodres/,117
Food Science and Technology,journals,,http://www.elsevier.com/locate/lwt/,118
Food Service Technology,journals,,https://onlinelibrary.wiley.com/journal/14715740,119
Food Technology,journals,,https://www.ift.org/news-and-publications/food-technology-magazine,120
Food for Today,journals,,http://highered.mcgraw-hill.com/sites/0078616441/,121
Food Science and Technology International,journals,,http://fst.sagepub.com/,122
Journal of Functional Foods,journals,,http://www.elsevier.com/wps/find/journaldescription.cws_home/717426/description#description,123
Fruit Processing,journals,,http://www.fruit-processing.com/,124
Gastronomica: The Journal of Food and Culture,journals,,http://www.gastronomica.org/,125
Global Change Biology,journals,,https://onlinelibrary.wiley.com/journal/13652486,126
Health Information and Libraries Journal,journals,,https://onlinelibrary.wiley.com/journal/14711842,127
Healthy Weight Journal,journals,,http://www.healthyweight.net/journal.htm,128
Horticom,journals,,http://www.horticom.com/revistasonline/revistas/horticultura/,129
HortScience,journals,,http://www.ashs.org/,130
ICARDA,journals,,https://www.icarda.org/publications,131
Industria y Alimentos,journals,,http://www.revistaindustriayalimentos.com/,132
InduAlimentos,journals,,https://www.indualimentos.cl/revista-indualimentos,133
Informaciones Agronómicas,journals,,http://www.ipni.net/publication/ia-lacs.nsf,134
Ingeniería Alimentaria,journals,,http://www.ialimentaria.com/publicaciones/ia/ediciones/default.asp,135
Investigación Clínica,journals,,http://ve.scielo.org/scielo.php?script=sci_serial&pid=0535-5133&lng=es&nrm=is,136
International Clinical Nutrition Review,journals,,http://www.intacad.com.au/,137
International Institute of Refrigeration,journals,,http://www.iifiir.org/en/,138
International Journal for Vitamin and Nutrition Research,journals,,https://www.hogrefe.com/ch/zeitschrift/international-journal-for-vitamin-and-nutrition-research,139
International Journal of Dairy Technology,journals,,https://onlinelibrary.wiley.com/journal/14710307,140
International Journal of Food Engineering,journals,,https://www.degruyter.com/journal/key/ijfe/html,141
International Journal of Fruit Science,journals,,https://www.tandfonline.com/journals/wsfr20,142
International Journal of Food Microbiology,journals,,http://www.elsevier.com/locate/ijfoodmicro/,143
International Journal of Food Properties,journals,,"https://www.tandfonline.com/journals/ljfp20#:~:text=International%20Journal%20of%20Food%20Properties%20is%20a%20fully%20open%20access,Measurement%20methods",144
International Journal of Food Science and Technology,journals,,https://ifst.onlinelibrary.wiley.com/journal/13652621,145
International Journal of Food Sciences and Nutrition,journals,,https://www.tandfonline.com/journals/iijf20,146
International Journal of Obesity,journals,,http://www.nature.com/ijo/,147
International Journal of Pharmaceutics,journals,,https://www.journals.elsevier.com/international-journal-of-pharmaceutics,148
International Journal of Refrigeration,journals,,http://www.elsevier.com/locate/ijrefrig/,149
International Journal of Sport Nutrition and Exercise Metabolism,journals,,https://journals.humankinetics.com/view/journals/ijsnem/ijsnem-overview.xml?tab_body=all-content,150
International Journal of Toxicology,journals,,https://journals.sagepub.com/home/ijt,151
International of Vegetable Science,journals,,"https://www.tandfonline.com/journals/wijv20#:~:text=International%20Journal%20of%20Vegetable%20Science%20features%20innovative%20articles%2C%20review%20articles,%2C%20shipping%2C%20and%20final%20consumption.",152
International Seminars in Pediatric Gastroenterology and Nutrition,journals,,http://www.jpgn.org/pt/re/jpgn/home.htm/,153
International Society for Horticultural Science,journals,,http://www.ishs.org/,154
Internet Symposium on Food Allergens,journals,,http://www.food-allergens.de/,155
Journal of Agricultural and Food Chemistry,journals,,http://pubs.acs.org/journal/jafcau,156
Journal of Agricultural & Food Information,journals,,https://www.tandfonline.com/journals/wafi20,157
Journal of Applied Microbiology,journals,,https://sfamjournals.onlinelibrary.wiley.com/journal/13652672,158
Journal of AOAC International,journals,,https://academic.oup.com/jaoac,159
Journal of Cereal Science,journals,,http://www.sciencedirect.com/science/journal/07335210,160
Journal of Chemical Technology & Biotechnology,journals,,https://onlinelibrary.wiley.com/journal/10974660,161
Journal of Chromatography A,journals,,https://www.journals.elsevier.com/journal-of-chromatography-a,162
Journal of Dairy Science,journals,,http://jds.fass.org/,163
Journal of Food Biochemistry,journals,,https://onlinelibrary.wiley.com/journal/17454514,164
Journal of Food Composition and Analysis,journals,,http://www.elsevier.com/locate/jfca/,165
Journal of Food Engineering,journals,,http://www.elsevier.com/wps/find/journaldescription.cws_home/405862/description#description,166
Journal of Food Process Engineering,journals,,https://onlinelibrary.wiley.com/journal/17454530,167
Journal of Food Protection,journals,,https://www.foodprotection.org/publications/journal-of-food-protection/,168
Journal of Food Quality,journals,,http://www.interscience.wiley.com/jpages/0146-9428/,169
Journal of Food Safety,journals,,https://onlinelibrary.wiley.com/journal/17454565,170
Journal of Food Science,journals,,https://ift.onlinelibrary.wiley.com/journal/17503841,171
Journal of Food Science Education,journals,,https://ift.onlinelibrary.wiley.com/journal/15414329,172
Journal of Human Nutrition and Dietetics,journals,,https://onlinelibrary.wiley.com/journal/1365277X,173
Journal of Hunger & Environmental Nutrition,journals,,https://www.tandfonline.com/toc/when20/current,174
Journal of Integrative Plant Biology,journals,,https://onlinelibrary.wiley.com/journal/17447909,175
Journal of International Food and Agribusiness Marketing,journals,,https://www.tandfonline.com/toc/wifa20/current,176
Journal of Medicinal Chemistry,journals,,http://pubs.acs.org/journal/jmcmar/,177
Journal of Medicinal Food,journals,,https://home.liebertpub.com/publications/journal-of-medicinal-food/38/overview,178
Journal of Microencapsulation,journals,,https://www.tandfonline.com/journals/imnc20,179
Journal of Natural Fibers,journals,,https://www.tandfonline.com/journals/wjnf20,180
Journal of Nutrition,journals,,http://jn.nutrition.org/,181
Journal of Nutrition Education & Behavior,journals,,https://www.jneb.org/,182
Journal of Nutritional & Environmental Medicine,journals,,https://www.tandfonline.com/loi/ijne20,183
Journal of Nutritional Biochemistry,journals,,http://www.sciencedirect.com/science/journal/09552863,184
Journal of Nutritional Science and Vitaminology,journals,,https://www.jstage.jst.go.jp/browse/jnsv,185
Journal of Parenteral and Enteral Nutrition,journals,,http://pen.sagepub.com/,186
Journal of Pediatric Gastroenterology and Nutrition,journals,,http://jpgn.org/,187
Journal of Plant Nutrition and Soil Science,journals,,http://www.wiley-vch.de/publish/en/journals/alphabeticIndex/2045/,188
Journal of Plant Physiology,journals,,http://www.sciencedirect.com/science/journal/01761617,189
